0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.067396304666706153e-02
2.000000000000000042e-02, 1.017971887220109617e-01
2.999999999999999889e-02, 1.533696459046571259e-01
4.000000000000000083e-02, 2.053913032009170581e-01
5.000000000000000278e-02, 2.578621289448645992e-01
5.999999999999999778e-02, 3.107820911984128243e-01
7.000000000000000666e-02, 3.641433986626875785e-01
8.000000000000000167e-02, 4.179357829514610545e-01
8.999999999999999667e-02, 4.721511134874075699e-01
1.000000000000000056e-01, 5.267815348079853965e-01
1.100000000000000006e-01, 5.818194518818498029e-01
1.199999999999999956e-01, 6.372575165008595999e-01
1.300000000000000044e-01, 6.930886146484267485e-01
1.400000000000000133e-01, 7.493058547559287019e-01
1.499999999999999944e-01, 8.059025567684698910e-01
1.600000000000000033e-01, 8.628722419496456242e-01
1.700000000000000122e-01, 9.202086233622910338e-01
1.799999999999999933e-01, 9.779055969686476502e-01
1.900000000000000022e-01, 1.035957233299061198e+00
2.000000000000000111e-01, 1.094357769643341527e+00
2.099999999999999922e-01, 1.153101602723361818e+00
2.200000000000000011e-01, 1.212183281809417812e+00
2.300000000000000100e-01, 1.271597502246372580e+00
2.399999999999999911e-01, 1.331339099358743061e+00
2.500000000000000000e-01, 1.391403042706673698e+00
2.600000000000000089e-01, 1.451784430667239167e+00
2.700000000000000178e-01, 1.512478485317759969e+00
2.800000000000000266e-01, 1.573480547599824364e+00
2.899999999999999800e-01, 1.634786072744518703e+00
2.999999999999999889e-01, 1.696390625940998653e+00
3.099999999999999978e-01, 1.758289878232007331e+00
3.200000000000000067e-01, 1.820479602621272841e+00
3.300000000000000155e-01, 1.882955670378926305e+00
3.400000000000000244e-01, 1.945714047532171698e+00
3.500000000000000333e-01, 2.008750791529430035e+00
3.599999999999999867e-01, 2.072062048067087492e+00
3.699999999999999956e-01, 2.135644048068792156e+00
3.800000000000000044e-01, 2.199493104807996424e+00
3.900000000000000133e-01, 2.263605611165129705e+00
4.000000000000000222e-01, 2.327978037011403156e+00
4.100000000000000311e-01, 2.392606926711831061e+00
4.199999999999999845e-01, 2.457488896740567696e+00
4.299999999999999933e-01, 2.522620633402148815e+00
4.400000000000000022e-01, 2.587998890652662531e+00
4.500000000000000111e-01, 2.653620488015285606e+00
4.600000000000000200e-01, 2.719482308584989738e+00
4.700000000000000289e-01, 2.785581297117578181e+00
4.799999999999999822e-01, 2.851914458198515412e+00
4.899999999999999911e-01, 2.918478854487320362e+00
5.000000000000000000e-01, 2.985271605033557929e+00
5.100000000000000089e-01, 3.052289883660716630e+00
5.200000000000000178e-01, 3.119530917414493398e+00
5.300000000000000266e-01, 3.186991985072218814e+00
5.400000000000000355e-01, 3.254670415710361198e+00
5.500000000000000444e-01, 3.322563587327229229e+00
5.600000000000000533e-01, 3.390668925518167232e+00
5.700000000000000622e-01, 3.458983902200698068e+00
5.799999999999999600e-01, 3.527506034387214662e+00
5.899999999999999689e-01, 3.596232883002966396e+00
5.999999999999999778e-01, 3.665162051747207439e+00
6.099999999999999867e-01, 3.734291185995505469e+00
6.199999999999999956e-01, 3.803617971741311887e+00
6.300000000000000044e-01, 3.873140134575008720e+00
6.400000000000000133e-01, 3.942855438698738446e+00
6.500000000000000222e-01, 4.012761685975421599e+00
6.600000000000000311e-01, 4.082856715010447779e+00
6.700000000000000400e-01, 4.153138400264616337e+00
6.800000000000000488e-01, 4.223604651196956716e+00
6.900000000000000577e-01, 4.294253411436164569e+00
7.000000000000000666e-01, 4.365082657979423075e+00
7.099999999999999645e-01, 4.436090400417453949e+00
7.199999999999999734e-01, 4.507274680184711890e+00
7.299999999999999822e-01, 4.578633569833677974e+00
7.399999999999999911e-01, 4.650165172332261676e+00
7.500000000000000000e-01, 4.721867620383373598e+00
7.600000000000000089e-01, 4.793739075765779845e+00
7.700000000000000178e-01, 4.865777728695382720e+00
7.800000000000000266e-01, 4.937981797206126622e+00
7.900000000000000355e-01, 5.010349526549750188e+00
8.000000000000000444e-01, 5.082879188613663501e+00
8.100000000000000533e-01, 5.155569081356241590e+00
8.200000000000000622e-01, 5.228417528258876068e+00
8.300000000000000711e-01, 5.301422877794140120e+00
8.399999999999999689e-01, 5.374583502909477062e+00
8.499999999999999778e-01, 5.447897800525812961e+00
8.599999999999999867e-01, 5.521364191050563974e+00
8.699999999999999956e-01, 5.594981117904491263e+00
8.800000000000000044e-01, 5.668747047061914124e+00
8.900000000000000133e-01, 5.742660466603788372e+00
9.000000000000000222e-01, 5.816719886283196139e+00
9.100000000000000311e-01, 5.890923837102807425e+00
9.200000000000000400e-01, 5.965270870903884415e+00
9.300000000000000488e-01, 6.039759559966433322e+00
9.400000000000000577e-01, 6.114388496620108526e+00
9.500000000000000666e-01, 6.189156292865508391e+00
9.599999999999999645e-01, 6.264061580005496843e+00
9.699999999999999734e-01, 6.339103008286223861e+00
9.799999999999999822e-01, 6.414279246547502034e+00
9.899999999999999911e-01, 6.489588981882242535e+00
1.000000000000000000e+00, 6.565030919304641444e+00
1.010000000000000009e+00, 6.640603781426825059e+00
1.020000000000000018e+00, 6.716306308143692227e+00
1.030000000000000027e+00, 6.792137256325666783e+00
1.040000000000000036e+00, 6.868095399519124733e+00
1.050000000000000044e+00, 6.944179527654240403e+00
1.060000000000000053e+00, 7.020388446760014389e+00
1.070000000000000062e+00, 7.096720978686263948e+00
1.080000000000000071e+00, 7.173175960832352871e+00
1.090000000000000080e+00, 7.249752245882453039e+00
1.100000000000000089e+00, 7.326448701547132458e+00
1.110000000000000098e+00, 7.403264210311078841e+00
1.120000000000000107e+00, 7.480197669186775755e+00
1.130000000000000115e+00, 7.557247989473941274e+00
1.140000000000000124e+00, 7.634414096524559490e+00
1.150000000000000133e+00, 7.711694929513345897e+00
1.159999999999999920e+00, 7.789089441213474352e+00
1.169999999999999929e+00, 7.866596597777415489e+00
1.179999999999999938e+00, 7.944215378522733850e+00
1.189999999999999947e+00, 8.021944775722706922e+00
1.199999999999999956e+00, 8.099783794401618664e+00
1.209999999999999964e+00, 8.177731452134590739e+00
1.219999999999999973e+00, 8.255786778851840424e+00
1.229999999999999982e+00, 8.333948816647211544e+00
1.239999999999999991e+00, 8.412216619590878963e+00
1.250000000000000000e+00, 8.490589253546106718e+00
1.260000000000000009e+00, 8.569065795989939005e+00
1.270000000000000018e+00, 8.647645335837719216e+00
1.280000000000000027e+00, 8.726326973271332221e+00
1.290000000000000036e+00, 8.805109819571072194e+00
1.300000000000000044e+00, 8.883992996951025845e+00
1.310000000000000053e+00, 8.962975638397892908e+00
1.320000000000000062e+00, 9.042056887513131969e+00
1.330000000000000071e+00, 9.121235898358358796e+00
1.340000000000000080e+00, 9.200511835303904817e+00
1.350000000000000089e+00, 9.279883872880446916e+00
1.360000000000000098e+00, 9.359351195633642817e+00
1.370000000000000107e+00, 9.438912997981677933e+00
1.380000000000000115e+00, 9.518568484075649039e+00
1.390000000000000124e+00, 9.598316867662738616e+00
1.400000000000000133e+00, 9.678157371952053722e+00
1.409999999999999920e+00, 9.758089229483124072e+00
1.419999999999999929e+00, 9.838111681996949187e+00
1.429999999999999938e+00, 9.918223980309543109e+00
1.439999999999999947e+00, 9.998425384187916265e+00
1.449999999999999956e+00, 1.007871516222843233e+01
1.459999999999999964e+00, 1.015909259173748325e+01
1.469999999999999973e+00, 1.023955695861441662e+01
1.479999999999999982e+00, 1.032010755723666762e+01
1.489999999999999991e+00, 1.040074369034704915e+01
1.500000000000000000e+00, 1.048146466894311857e+01
1.510000000000000009e+00, 1.056226981216862271e+01
1.520000000000000018e+00, 1.064315844720690762e+01
1.530000000000000027e+00, 1.072412990917629649e+01
1.540000000000000036e+00, 1.080518354102736645e+01
1.550000000000000044e+00, 1.088631869344208702e+01
1.560000000000000053e+00, 1.096753472473476876e+01
1.570000000000000062e+00, 1.104883100075478275e+01
1.580000000000000071e+00, 1.113020689479101755e+01
1.590000000000000080e+00, 1.121166178747802356e+01
1.600000000000000089e+00, 1.129319506670380946e+01
1.610000000000000098e+00, 1.137480612751924625e+01
1.620000000000000107e+00, 1.145649437204906462e+01
1.630000000000000115e+00, 1.153825920940438188e+01
1.640000000000000124e+00, 1.162010005559673331e+01
1.650000000000000133e+00, 1.170201633345358516e+01
1.660000000000000142e+00, 1.178400747253528102e+01
1.669999999999999929e+00, 1.186607290905340584e+01
1.679999999999999938e+00, 1.194821208579051230e+01
1.689999999999999947e+00, 1.203042445202119914e+01
1.699999999999999956e+00, 1.211270946343451804e+01
1.709999999999999964e+00, 1.219506658205765248e+01
1.719999999999999973e+00, 1.227749527618086312e+01
1.729999999999999982e+00, 1.235999502028366948e+01
1.739999999999999991e+00, 1.244256529496223607e+01
1.750000000000000000e+00, 1.252520558685793262e+01
1.760000000000000009e+00, 1.260791538858706495e+01
1.770000000000000018e+00, 1.269069419867172144e+01
1.780000000000000027e+00, 1.277354152147173494e+01
1.790000000000000036e+00, 1.285645686711772662e+01
1.800000000000000044e+00, 1.293943975144521197e+01
1.810000000000000053e+00, 1.302248969592974781e+01
1.820000000000000062e+00, 1.310560622762309180e+01
1.830000000000000071e+00, 1.318878887909036024e+01
1.840000000000000080e+00, 1.327203718834817181e+01
1.850000000000000089e+00, 1.335535069880373271e+01
1.860000000000000098e+00, 1.343872895919487043e+01
1.870000000000000107e+00, 1.352217152353097163e+01
1.880000000000000115e+00, 1.360567795103484201e+01
1.890000000000000124e+00, 1.368924780608542591e+01
1.900000000000000133e+00, 1.377288065816140161e+01
1.910000000000000142e+00, 1.385657608178561695e+01
1.919999999999999929e+00, 1.394033365647036504e+01
1.929999999999999938e+00, 1.402415296666345412e+01
1.939999999999999947e+00, 1.410803360169510334e+01
1.949999999999999956e+00, 1.419197515572558999e+01
1.959999999999999964e+00, 1.427597722769368715e+01
1.969999999999999973e+00, 1.436003942126584398e+01
1.979999999999999982e+00, 1.444416134478609592e+01
